text,label,notes,source_url,created_at,symbols
"$ADUR and $ASTS are two names I keep seeing pop up in higher-risk / higher-conviction discussions lately. Not saying they’re the “next big thing,” but the attention flow around them has definitely picked up. What stands out: Both tied to longer-duration infrastructure-style narratives Both attract traders looking for asymmetric upside, not steady compounding Both still very much in the “story + execution” phase rather than fully priced maturity Why people even compare them to something like $NVDA: Because everyone is always hunting for the next extreme outlier. Most of the time that’s hindsight though, not something you can confidently call early. For me, these sit more in the “watch closely, size carefully” bucket rather than conviction-heavy positioning.",evidence_analysis,Borderline with hype or risk; kept as evidence_analysis because it gives concrete reasoning beyond the conclusion.,https://stocktwits.com/message/656907414,2026-06-18T20:38:31Z,ADUR|ASTS|NVDA
KTOS Stock Gains Overnight: Why JPMorgan Thinks Kratos Could Be Ready For A Comeback $KTOS $ARKQ $ARKX $BZZ https://stocktwits.com/news/equity/markets/ktos-stock-gains-overnight-jp-morgan-upgrade-ready-for-a-comeback/cZKfRnkR7d3,information_update,,https://stocktwits.com/message/656418444,2026-06-15T01:47:31Z,KTOS|ARKQ|ARKX|BZZ
"Jim Cramer Wants A 30% SpaceX IPO Pop, Not A Cerebras-Style Surge: ‘People Hang On To It And Buy More’ $SPCX $TSLA $CBRS $UFO $NASA https://stocktwits.com/news/equity/markets/jim-cramer-spacex-ipo-need-healthy-pop-not-cerebras-surge/cZK5uDpR7PN",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656237543,2026-06-12T10:58:26Z,SPCX|TSLA|CBRS|UFO|NASA
"SpaceX Finalizes Blockbuster IPO Price at $135 Per Share, Raises Record $75B — All Set to Trade on Friday $SPACZZX.P $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-finalizes-blockbuster-ipo-price-at-135-per-share-raises-record-75-billion/cZKcRuCR72z",information_update,,https://stocktwits.com/message/656190828,2026-06-11T20:22:55Z,SPCX|UFO|NASA
PickAlpha Morning Report - Company News: 2026.06.04 News - 1/8: SpaceX sets fixed IPO price target at $135/share for ~$1.77TN valuation and ~$75BN raise; Nasdaq debut slated June 12 with Musk retaining >82% voting control. $TSLA $ARKX $ITA.X $QQQ $SPY,information_update,,https://stocktwits.com/message/655379455,2026-06-04T11:56:59Z,TSLA|ARKX|ITA.X|QQQ|SPY
"PickAlpha Morning Report - Company News: 2026.04.20 News Analysis - 1/4: Blue Origin New Glenn 3 lands reused booster, but upper stage inserts AST SpaceMobile BlueBird 7 into unusable low orbit; satellite to de-orbit (insured) | View: The satellite is confirmed unusable and will de-orbit, creating near-term execution uncertainty… $ASTS $AMZN $ARKX",information_update,,https://stocktwits.com/message/650755182,2026-04-20T11:58:06Z,ASTS|AMZN|ARKX
"$ASTS 🐻🐂🐂🐂🐂 From Bear To Bull!! 🐂ASTS is upgraded to Buy with a $103/share target🎯, driven by imminent commercial operations n robust satellite deployment plans. 🐂ASTS expects to achieve continuous coverage across key markets by late 2026 or early 2027, with 45 satellites in orbit n global expansion to follow. 🐂With nearly 60 global MNO partners n ample capital, ASTS is positioned for substantial revenue scaling n operating leverage as commercial contracts commence. 🐂Key risks include launch/test failures n additional equity dilution, but strong cash reserves n diversified launch partners mitigate operational n financial headwinds.https://seekingalpha.com/article/4916060-ast-spacemobile-fy27-commercial-commencement-unlocks-substantial-operating-leverage?mailingid=46219592&messageid=2800&position=rta_analysis_fullsummary_main_0_title&serial=46219592.5719&source=email_2800&utm_campaign=rta-stock-article&utm_medium=email&utm_source=seeking_alpha&utm_term=46219592.5719",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656852612,2026-06-18T15:24:05Z,ASTS
"Reminder: If you bought $SPCE, there’s still time to file a claim in the $8.5M investor settlement before the deadline. If you purchased shares between 2019 and 2021, you may be eligible. The case alleged that Virgin Galactic overstated the readiness and safety of its spaceflight program. After the Unity 22 flight incident and the FAA's temporary grounding of flights, $SPCE fell sharply. You can check your eligibility and submit a claim before the deadline: https://11th.com/cases/virgin-galactic-lawsuit",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656839784,2026-06-18T14:24:38Z,SPCE
$SPCE no revenue = pure play https://stockstotrade.com/news/virgin-galactic-holdings-inc-spce-news-2026_06_17-2/,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656799722,2026-06-18T05:55:53Z,SPCE
SpaceX Lands $4.16B Deal From US Space Force For Satellite Threat-Tracking System $SPCX $UFO $ARKX $SPRX $ORBX https://stocktwits.com/news/equity/markets/spacex-us-space-force-deal-satellite-threat-tracking-system-ipo-elon-musk/cZgjcNUReMC,information_update,,https://stocktwits.com/message/654849645,2026-05-29T22:42:39Z,SPCX|UFO|ARKX|SPRX|ORBX
Elon Musk Warns SpaceX Could Pull Back Anthropic’s $45B AI Compute Deal If Capacity Gets ‘Super Tight’ $SPCX $ANTHZZX.P $UFO $ARKX $SPRX https://stocktwits.com/news/equity/markets/elon-musk-spacex-anthropic-deal-45b-pull-back-if-capacity-tight/cZgi1R0ResF,information_update,,https://stocktwits.com/message/654610625,2026-05-28T13:03:45Z,SPCX|ANTHZZX.P|UFO|ARKX|SPRX
LUNR Stock Eyes Best Month This Year Despite NASA's Rebuff — Analyst Sees 85% Upside $LUNR $NASA $MARS $ARKX https://stocktwits.com/news/equity/markets/lunr-stock-eyes-best-month-this-year-despite-nasa-rebuff-roth-sees-upside/cZgiEk6Res4,information_update,,https://stocktwits.com/message/654590238,2026-05-28T05:54:19Z,LUNR|NASA|MARS|ARKX
ACHR Stock Gains Institutional Muscle: BlackRock Reveals 6.9% Stake Even As Cash Burn Concerns Weigh $ACHR $ARKX $ARKQ https://stocktwits.com/news/equity/markets/achr-stock-gains-institutional-muscle-black-rock-reveals-stake-even-as-cash-burn-concerns-weigh/cZBN7oJRe2I,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/651469936,2026-04-27T02:02:35Z,ACHR|ARKX|ARKQ
"Shipping Group Says US, Iran Ship Seizures Violate International Law: Report $SEA $ARKX $SHLD https://stocktwits.com/news/equity/markets/shipping-group-says-us-iran-ship-seizures-violate-international-law/cZBK3QURecv",information_update,,https://stocktwits.com/message/651374416,2026-04-25T09:31:32Z,SEA|ARKX|SHLD
"The current holdings for $UFO include already popular names like $PL $GRMN $SATS $VSAT etc… We agree that the space trade is likely the next biggest investment theme, one that will be kickstarted by the IPO of SpaceX later this year. But we believe there are even better winners out there, ones that may not even be associated with space today. We take a look at six names across three segments that stand to benefit from the new space exploration theme. Take a read here today (free article enabled): https://kryptonresearch.substack.com/p/the-final-frontier",information_update,,https://stocktwits.com/message/647579459,2026-03-15T18:16:04Z,UFO|PL|GRMN|SATS|VSAT
$ASTS We are few days away from the news ASTS winning the J-Leo ( japanese mobile contract). The news could be announced next week.,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656963065,2026-06-20T03:35:23Z,ASTS
2/8: SpaceX (SPCX) IPO priced at $135 raising $75B; stock +~50% in first 3 days as leveraged SPCX ETFs launch and space funds add large weights $SPCX $UFO.X $ARKX $MARS $NASA,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656813323,2026-06-18T12:11:18Z,SPCX|UFO.X|ARKX|MARS|NASA
"@Rufus5508 I know, right?!? Utter dogshit! Like the jackass that I am, I purchased $NASA the end of May at its height, assuming it was going to be a solid ETF along with the two other pieces of shit, $MARS & $UFO 🥴 I'm thinking about selling all three and just take the big, L.",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656030647,2026-06-10T17:47:08Z,NASA|MARS|UFO
$UFO Can someone explain SIRI in the top ten holdings of a space ETF?,information_update,,https://stocktwits.com/message/654947603,2026-06-01T12:18:03Z,UFO
"5/6: SpaceX targets public IPO prospectus disclosure as soon as next week; aims for June 8 roadshow after confidential April filing, with reported $70–$75B offering size and $1.25T combined SpaceX–xAI valuation $ARKX $ITA.X $XLI $UFO.X",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/653487591,2026-05-15T12:00:55Z,ARKX|ITA.X|XLI|UFO.X
"News: Global X ETFs files post-effective amendment, registration statement with the SEC for the ""Global X Space Tech ETF"" Ticker: TBD Type: Passively Managed Expense Ratio: TBD Launching: March 2026 (Est.) $UFO $ARKX $ROKT",information_update,,https://stocktwits.com/message/641722473,2026-01-13T23:02:04Z,UFO|ARKX|ROKT
$ASTS Source: Investor's Business Daily https://share.google/6ZJpgYVYhDGZ7Je2N,information_update,,https://stocktwits.com/message/656965486,2026-06-20T08:38:31Z,ASTS
"$ASTS AST SpaceMobile: Beyond Space-Based Connectivity, A Defense Powerhouse In The Making | Seeking Alpha https://share.google/ROZuAn71E4p0HpT8s",information_update,,https://stocktwits.com/message/656951599,2026-06-19T18:50:11Z,ASTS
"$ASTS Improved booster: Ariane 6 launches 36 Amazon satellites into space. https://www.heise.de/news/Verbesserte-Booster-Ariane-6-bringt-36-Amazon-Satelliten-ins-All-11336643.html We need a workhorse like that for launches, too.",information_update,,https://stocktwits.com/message/656942965,2026-06-19T14:46:16Z,ASTS
$ASTS SpaceX/Starlink not happy with how Europe is going to allow the use of Spectrum. Link here: https://www.msn.com/en-us/news/technology/spacex-criticizes-eu-proposal-for-satellite-spectrum-tender/ar-AA260xlI?uxmode=ruby&ctsrc=dgst&ocid=edgdhpruby&pc=DCTS&cvid=6a34f63f7234420ab6185859adcdc2c7&ei=11,information_update,,https://stocktwits.com/message/656934560,2026-06-19T09:43:22Z,ASTS
$9.5M out of $RKLB. SVP & General Counsel Kampani sold 88k shares. Jun 18 https://watch4insider.com/filing/0002001011-26-000105 Get alerted the minute insiders file → watch4insider.com,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656923536,2026-06-19T00:21:51Z,RKLB
$ASTS $RKLB $RDW 'Space Stocks: Correction or Trend Continuation? - ASTS tests 200-day moving average support after 109.8% advance - RKLB consolidates at key confluence support zone near $100 - RDW pulls back into post-breakout support after 221% rally - Space stocks showing synchronized corrective price action - Next move likely determined by reaction at major support levels #Space https://www.fxempire.com/forecasts/article/space-stocks-price-forecast-correction-or-trend-continuation-1605386,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656912850,2026-06-18T21:33:26Z,ASTS|RKLB|RDW
$ASTS Launches are complete: https://www.barchart.com/story/news/2524617/asts-stock-pops-as-ast-spacemobile-launches-bluebird-satellites,information_update,,https://stocktwits.com/message/656868433,2026-06-18T16:48:24Z,ASTS
Which #ETFs Own #SpaceX? + How To Keep Your Portfolio Safe & Growing $AMLP $ARKX $COPP $IWB $NASA https://talkmarkets.com/article/which-etfs-own-spacex-how-to-keep-your-portfolio-safe-growing-1781466954,information_update,,https://stocktwits.com/message/656400025,2026-06-14T20:02:14Z,AMLP|ARKX|COPP|IWB|NASA
SPCX IPO: SpaceX Shares Soar 11% In Nasdaq Debut — Elon Musk Is Officially The World’s First Trillionaire $SPCX $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-ipo-shares-soar-elon-musk-world-first-trillionaire/cZKdRqcR75R,information_update,,https://stocktwits.com/message/656288512,2026-06-12T15:51:39Z,SPCX|UFO|NASA
SPCX IPO: Jim Chanos Says SpaceX's $1.75 Trillion Valuation Is Built On 'Hopes And Dreams' — Oppenheimer Sees $10 Trillion Opportunity $SPCX $UFO $NASA $TSLA https://stocktwits.com/news/equity/markets/spcx-ipo-jim-chanos-spacex-1-75-trillion-valuation-hopes-dreams/cZKTAu0R72g,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/656114296,2026-06-11T13:30:30Z,SPCX|UFO|NASA|TSLA
SpaceX IPO: Wall Street Bulls See 22% Upside Before Friday Debut $SPACZZX.P $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-ipo-wall-street-bulls-see-22-percent-upside-before-friday-debut/cZ066X5R7cL,information_update,,https://stocktwits.com/message/656076184,2026-06-10T23:55:59Z,SPCX|UFO|NASA
"Elizabeth Warren Urges SEC To Delay SpaceX IPO, Citing Investor Protection Concerns $SPACZZX.P $UFO $NASA https://stocktwits.com/news/equity/markets/elizabeth-warren-urges-sec-delay-spacex-ipo-investor-protection-concerns/cZ06FdUR7cR",information_update,,https://stocktwits.com/message/656009963,2026-06-10T15:40:17Z,SPCX|UFO|NASA
SpaceX's Starlink Reportedly Faces India Setback As Security Agencies Freeze Final Approvals $SPACZZX.P $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-starlink-license-setback-india-days-ahead-of-ipo/cZ0UWtuR7RP,information_update,,https://stocktwits.com/message/655858402,2026-06-09T14:17:37Z,SPCX|UFO|NASA
SPCX IPO: Doug Kass Values SpaceX At A Discount Of Nearly 50% — 'We Currently Plan To Short The Stock' $SPACZZX.P $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-ipo-dougie-kass-values-50-discount-plan-to-short/cZ0UXcRR7RG,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/655844314,2026-06-09T13:12:10Z,SPCX|UFO|NASA
SPCX IPO: Record $75 Billion Offering Is Already Oversubscribed $SPCX $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-ipo-oversubscribed-a-day-after-roadshow-launch/cZ0F8qmReCS,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/655565693,2026-06-05T15:52:45Z,SPCX|UFO|NASA
"PL Stock Records Sharpest Single-Day Fall In 21 Months – Why Bullish Street Calls, Earnings Beat Failed To Turn The Tide $PL $SHLD $UFO $NASA https://stocktwits.com/news/equity/markets/pl-stock-sinks-on-stock-offering-margin-compression/cZ0FVCWReCL",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/655551167,2026-06-05T14:46:32Z,PL|SHLD|UFO|NASA
SPCX IPO: Morgan Stanley Sees SpaceX Revenue Soar 182-Fold To $3.4 Trillion By 2040 $SPCX $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-revenue-soar-182-fold-3-4-trillion-2040-morgan-stanley-spcx-ipo/cZ0FkkIReCJ,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/655523833,2026-06-05T12:37:27Z,SPCX|UFO|NASA
SpaceX's AI Revenue Could Eclipse Starlink — Goldman Forecasts 100-Fold Surge To $322B By 2030 $SPCX $UFO $NASA https://stocktwits.com/news/equity/markets/spacex-ai-revenue-soar-100-times-322b-2030-spcx-ipo-roadshow/cZ0ZKosReyw,information_update,,https://stocktwits.com/message/655424290,2026-06-04T15:56:33Z,SPCX|UFO|NASA
David Solomon Says Goldman Didn't Win The SpaceX IPO In 6 Months — It Took 20 Years $GS $SPCX $UFO $NASA https://stocktwits.com/news/equity/markets/david-solomon-goldman-sachs-spacex-ipo-20-years-elon-musk/cZ0ZO7ARey0,information_update,,https://stocktwits.com/message/655379269,2026-06-04T11:54:54Z,GS|SPCX|UFO|NASA
Did SpaceX Lower Its IPO Valuation Target? Here's What Elon Musk Said $SPCX $UFO $ARKX $SPRX https://stocktwits.com/news/equity/markets/did-spacex-lower-ipo-valuation-target-heres-what-elon-musk-said/cZgSq9nReMQ,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/654773594,2026-05-29T14:22:57Z,SPCX|UFO|ARKX|SPRX
https://nfne.ws/298895 $UFO @ProcureAM_LLC #Aerospace #ETF #SpaceETF #SpaceStocks #UFO #Banking #Defense #FinancialServices #MutualFunds #N,information_update,,https://stocktwits.com/message/654504225,2026-05-27T15:06:44Z,UFO
LUNR Stock Has Gained Nearly 50% In A Month — A Look At What's Behind The Relentless Investor Optimism $LUNR $UFO $XAR $ARKQ $ARKX https://stocktwits.com/news/equity/markets/lunr-stock-gained-nearly-50-in-month-behind-relentless-investor-optimism/cZga63qRepA,information_update,,https://stocktwits.com/message/654343375,2026-05-26T10:50:07Z,LUNR|UFO|XAR|ARKQ|ARKX
VSAT Stock Hits Seven-Year High On Securing Department of War contract $VSAT $UFO $WARP https://stocktwits.com/news/equity/markets/vsat-stock-hits-seven-year-high-on-securing-department-of-war-contract/cZg2z1IReY7,information_update,,https://stocktwits.com/message/654236631,2026-05-23T00:03:24Z,VSAT|UFO|WARP
RKLB Stock Near Record Highs – Rocket Lab Investors Are Watching More Than Just Launches This Week $RKLB $NASA $MARS $ARKX https://stocktwits.com/news/equity/markets/rklb-stock-near-record-highs-rocket-lab-investors-electron-launch-shareholder-meeting/cZXuKI5ReZO,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/653768737,2026-05-19T07:06:35Z,RKLB|NASA|MARS|ARKX
"$SPACEX.X $ARKX https://www.cnbc.com/2026/05/15/jim-cramer-spacex-ipo-market-bubble.html CNBC’s Jim Cramer said he is growing concerned about speculative excess in the IPO market. He warned that the upcoming SpaceX debut could fuel bubble-like behavior. SpaceX is expected to go public in June and could release its prospectus as soon as next week, CNBC reported Thursday.",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/653599482,2026-05-16T13:07:40Z,SPCX|ARKX
"LUNR Posts Record Revenue, $1.1 Billion Backlog — So Why Are Investors Disappointed? $LUNR $UFO $XAR $ARKQ $ARKX https://stocktwits.com/news/equity/markets/intuitive-machines-q1-results-revenue-triples-lunr-stock-tumbles/cZX1pooRe1p",information_update,,https://stocktwits.com/message/653342856,2026-05-14T12:53:03Z,LUNR|UFO|XAR|ARKQ|ARKX
Cathie Wood Sells RKLB Amid SpaceX IPO Buzz – But Pullback Has Retail Talking About $500 Targets Again $RKLB $SPCX $ARKQ $ARKX https://stocktwits.com/news/equity/markets/cathie-wood-sells-rklb-amid-spacex-ipo-buzz/cZXXP0HReLW,information_update,,https://stocktwits.com/message/653042419,2026-05-12T07:17:48Z,RKLB|SPCX|ARKQ|ARKX
LUNR Stock Hits 52-Week High Ahead Of Q1 Earnings This Week — Retail Says SpaceX IPO Will Fuel A Rally In Intuitive Machines Shares $LUNR $UFO $XAR $ARKQ $ARKX https://stocktwits.com/news/equity/markets/lunr-stock-hits-52-week-high-ahead-of-q1-earnings-retail-eyes-spacex-ipo/cZXafAgRehq,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/652974120,2026-05-11T17:33:39Z,LUNR|UFO|XAR|ARKQ|ARKX
This Geospatial Stock Is Up Over 300% This Year – Analysts Still See A 32% Upside Potential $SATL $UFO $IWO https://stocktwits.com/news/equity/markets/satl-stock-soars-pre-market-extending-300-ytd-rally-analysts-further-upside/cZXabzaReWH,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/652909088,2026-05-11T10:11:04Z,SATL|UFO|IWO
SpaceX Launches Planet Labs’ New Pelican Satellites Into Orbit: Retail Says ‘Planetary Intelligence Loading’ $PL $NASA $UFO https://stocktwits.com/news/equity/markets/space-x-launches-planet-labs-new-pelican-satellites-into-orbit-retail-says-planetary-intelligence-loading/cZQMV7LRe7U,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/652151755,2026-05-04T09:07:10Z,PL|NASA|UFO
#UFO: A Pure Play Fund Targeting The Space #Economy $UFO Also $GOOGL $PL $RKLB $SATS https://talkmarkets.com/article/ufo-a-pure-play-fund-targeting-the-space-economy-1776539417,information_update,,https://stocktwits.com/message/650690393,2026-04-18T19:11:48Z,UFO|GOOGL|PL|RKLB|SATS
"$ARKX $KOID $SETM ""The agency doesn’t yet have the personnel to spend that kind of money effectively. And even if they did, the nation’s existing supply chain would be hard-pressed to meet demand."" https://www.politico.com/news/2026/04/16/space-force-budget-trump-spending-00877916",information_update,,https://stocktwits.com/message/650563005,2026-04-17T11:29:53Z,ARKX|KOID|SETM
EXCLUSIVE: Rocket Lab Vs. SpaceX – RKLB CEO Says They Are Two ‘Very Separate’ Companies $RKLB $SPCX $MARS $ARKX $JEDI https://stocktwits.com/news/cryptocurrency/markets/rocket-lab-vs-space-x-rklb-ceo-says-they-are-two-very-separate-companies/cZJvlr4RID0,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/650461610,2026-04-16T13:43:34Z,RKLB|SPCX|MARS|ARKX|JEDI
Tesla Stock Sits Out The Mag 7 Rally — Cathie Wood’s Ark Keeps Loading Up Anyway $TSLA $ARKK $ARKQ $ARKX https://stocktwits.com/news/equity/markets/tesla-sits-out-mag-7-rally-as-ark-keeps-buying/cZJgMhiRIr5,information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/649791159,2026-04-09T04:46:49Z,TSLA|ARKK|ARKQ|ARKX
https://nfne.ws/291089 $UFO @ProcureAM_LLC #Aerospace #ETF #spaceindustry #spaceinvesting #SpaceStocks #Banking #Defense #FinancialServices,information_update,,https://stocktwits.com/message/649583058,2026-04-07T15:11:48Z,UFO
$ARKX the perfect ETF for the new space sector! https://youtu.be/GaS8w2FtnCY,information_update,,https://stocktwits.com/message/649034627,2026-03-31T13:12:17Z,ARKX
SPCE Stock Surged Nearly 9% After Market Despite Earnings Miss — Here's Why $SPCE $VTI $UFO https://stocktwits.com/news/equity/markets/spce-stock-surged-after-market-despite-earnings-miss/cZETdRARINq,information_update,,https://stocktwits.com/message/648997126,2026-03-30T23:35:55Z,SPCE|VTI|UFO
Why Did RKLB Stock Edge Up After-Hours? $RKLB $MARS $ARKX https://stocktwits.com/news/equity/markets/why-did-rklb-stock-edge-up-after-hours/cZETRq9RINn,information_update,,https://stocktwits.com/message/648989137,2026-03-30T21:31:27Z,RKLB|MARS|ARKX
"Firefly's Alpha Rocket Returns To Orbit Successfully, Sends FLY Stock Up 5% Overnight $FLY $SPCX $UFO https://stocktwits.com/news/equity/markets/fireflys-alpha-rocket-returns-to-orbit-successfully-sends-fly-stock-up-5-overnight/cZdMMNURIBx",information_update,"Borderline with analysis, hype, or risk; labeled information_update because it mainly relays an outside item.",https://stocktwits.com/message/647306902,2026-03-12T04:59:27Z,FLY|SPCX|UFO
"AVAV Stock Faces Selloff After Space Force Ends SCAR Contract, But Retail Says Time For ‘Rebound Now’ $AVAV $ARKX $JEDI $BOTZ https://stocktwits.com/news/equity/markets/avav-stock-faces-selloff-space-force-ends-scar-contract-retail-time-for-rebound-now/cZdAD0LRIJi",information_update,,https://stocktwits.com/message/647198088,2026-03-11T11:12:50Z,AVAV|ARKX|JEDI|BOTZ
"What $10,000 became over the last two years: • $NBIS $142,550 • $EOSE $108,460 • $ASTS $92,390 • $MU $81,340 A $10,000 conviction bet two years ago has mutated into absolute generational wealth, driven by the furious right-side acceleration of the AI infrastructure super-cycle and frontier deep-tech. Recently added to the Nasdaq-100 index, NVIDIA-backed AI cloud juggernaut $NBIS (Nebius Group) printed an astounding 14x+ return to lead the tape. Alongside high-bandwidth memory titan $MU, it proves that owning unassailable hardware assets delivers the purest alpha. Direct-to-cell satellite constellation sovereign $ASTS and utility-scale long-duration energy storage pioneer $EOSE secured exceptional 9x to 10x multi-bagger runs, completely redefining structural asymmetry. Are you aggressively riding the right-side momentum of index-darling $NBIS, or accumulating the high-margin memory fortress inside $MU? Drop your entry targets below!",speculative_hype,,https://stocktwits.com/message/656957098,2026-06-19T22:04:33Z,NBIS|EOSE|ASTS|MU
"$RKLB ja ja its a joke spcx SpaceX (SPCX) Plans $20 Billion Bond Offering to Refinance Debt, but they spend 60 billion in what? another software company that could bought for 1 billion 2 years ago? im holding my rklb and i believe in our ceo i have spcx too but now RKLB is 3X more atractive at this steal price for the very long term, neutron and moon later mars and the universe here we go... LONG LIFE TO RKLB",speculative_hype,,https://stocktwits.com/message/656932691,2026-06-19T06:36:37Z,RKLB
Stocks I’m Watching Today To Add On Any Further Dips Growth & AI $MSFT — Strong Buy $NOW — Strong Buy $SOFI — Strong Buy $ASTS — Strong Buy $ASST — Strong Buy Not chasing green candles. Patiently loading quality setups on pullbacks. These are my top conviction names heading into market open. Will be devouring any dips if available. Are you going to miss out again?,speculative_hype,,https://stocktwits.com/message/656864769,2026-06-18T16:28:05Z,MSFT|NOW|SOFI|ASTS|ASST
"High-conviction long-term positioning - staying aligned with structural winners across AI infra, semis, space, and energy transition themes. Volatility is just noise around the trend. $ASTS - Strong Buy $RKLB - Strong Buy $AVGO - Strong Buy $MRVL - Strong Buy $IREN - Strong Buy Focus remains on scalable platforms with durable demand curves and multi-year tailwinds. Near-term price swings don’t change the thesis - execution + sector momentum drives the real compounding. Watching for continued institutional accumulation.",speculative_hype,,https://stocktwits.com/message/656840357,2026-06-18T14:27:03Z,ASTS|RKLB|AVGO|MRVL|IREN
"$ASTS Bought another 220 shares for a total of 663 shares 💪🏼 You guys should be selling kidneys, kids college funds, retirement accounts, whatever you can liquidate to buy more ASTS today at the lows THIS IS A GENERATIONAL WEALTH OPPORTUNITY 💰💰💰",speculative_hype,,https://stocktwits.com/message/656846025,2026-06-18T14:53:07Z,ASTS
"$SPCE this can still easily run over $17. Really do your research. I personally think this is a very good price to buy. Honestly, anything under five dollars is a steal. Just be ready to hold.",speculative_hype,,https://stocktwits.com/message/656901496,2026-06-18T20:01:58Z,SPCE
"$ARKX $TSLA $RONB $ARKVX $SPY SpaceX could be worth $10-$30 trillion in a decade or two. It's like buying the British or Dutch East India Trading Companies in the 20th century. They were massive monopolies that controlled half of global trade. SpaceX's potential to reach a $10+ trillion valuation rests on its monopoly in low-cost space access, the massive global scaling of its Starlink internet, and emerging off-world enterprises like space-based AI data centers. Controlling the physical infrastructure of the final frontier will justify the unprecedented valuation. And a $1.25-$1.5 trillion IPO listing for SpaceX will be considered peanuts over the long run.",speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/653759027,2026-05-19T00:48:05Z,ARKX|TSLA|RONB|ARKVX|SPY
$ARKX $XOVR $RONB $TSLA $SPY The future is bright and bullish. The Artemis 2 mission is currently scheduled to lift off on April 1 aboard NASA’s powerful Space Launch System rocket from Pad 39B at NASA’s Kennedy Space Center in Florida. It will send four astronauts on a roughly 10-day journey around the moon and safely back to Earth on board the Orion capsule.,speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/648840874,2026-03-28T14:02:11Z,ARKX|XOVR|RONB|TSLA|SPY
"$ASTS Most Popular Narrative: 52.6% Undervalued AST SpaceMobile is trading at $80.66 while the most followed narrative on the stock suggests a fair value of $170, putting a big spotlight on its long term potential versus current pricing",speculative_hype,,https://stocktwits.com/message/656951415,2026-06-19T18:45:02Z,ASTS
$SPCE holding long and strong. Cant wait for the big rebound next week. We’re getting closer and closer to flying people to space and then we will run hard! These are the best prices to get in.,speculative_hype,,https://stocktwits.com/message/656848581,2026-06-18T15:04:47Z,SPCE
"$ASTS The selloff of ASTS after the SPCX ipo surprised me. BUT, the successful launch and deployment of the stacked BB8-BB10 birds makes me more confident than ever my long term hold of ASTS!!! …just sayin",speculative_hype,,https://stocktwits.com/message/656853907,2026-06-18T15:30:34Z,ASTS
